Date,Coint_PValue,Is_Cointegrated
2016-01-04,0.2530639759203385,False
2016-01-05,0.2552728405437765,False
2016-01-06,0.23176197762763467,False
2016-01-07,0.4934129431740617,False
2016-01-08,0.4906628033602702,False
2016-01-11,0.31066017506777466,False
2016-01-12,0.25751316963646376,False
2016-01-13,0.2984237627617239,False
2016-01-14,0.5013810785307397,False
2016-01-15,0.41745826300352035,False
2016-01-19,0.5615969556701068,False
2016-01-20,0.5693510504257028,False
2016-01-21,0.5461848640350755,False
2016-01-22,0.5231226860413531,False
2016-01-25,0.498177971727828,False
2016-01-26,0.427399612165593,False
2016-01-27,0.46746298335444586,False
2016-01-28,0.32517377202371406,False
2016-01-29,0.3488020780894788,False
2016-02-01,0.5252961406330553,False
2016-02-02,0.4850856399954156,False
2016-02-03,0.638837618394708,False
2016-02-04,0.6701248669749748,False
2016-02-05,0.7074029225183871,False
2016-02-08,0.7665206887778194,False
2016-02-09,0.8172512653035264,False
2016-02-10,0.8428974536634499,False
2016-02-11,0.901578899048023,False
2016-02-12,0.932300662320785,False
2016-02-16,0.9137206208017337,False
2016-02-17,0.9059565203250145,False
2016-02-18,0.8565830581310598,False
2016-02-19,0.8422293823264787,False
2016-02-22,0.8602035199017648,False
2016-02-23,0.8289327949954224,False
2016-02-24,0.8481869330532512,False
2016-02-25,0.8001575419386564,False
2016-02-26,0.8465642489103526,False
2016-02-29,0.865316410325802,False
2016-03-01,0.8569617593463857,False
2016-03-02,0.8560817498506589,False
2016-03-03,0.86868903931457,False
2016-03-04,0.8456913470129572,False
2016-03-07,0.8217508469411773,False
2016-03-08,0.8125109524173344,False
2016-03-09,0.8232726960427939,False
2016-03-10,0.8223777393049718,False
2016-03-11,0.7450619773343168,False
2016-03-14,0.6965525141436094,False
2016-03-15,0.7304440055384644,False
2016-03-16,0.6222620252898452,False
2016-03-17,0.5015734814786492,False
2016-03-18,0.4897484685662472,False
2016-03-21,0.4443444605337693,False
2016-03-22,0.4863372701398338,False
2016-03-23,0.5479214920914026,False
2016-03-24,0.5624313927144038,False
2016-03-28,0.5619837223457721,False
2016-03-29,0.609460719929924,False
2016-03-30,0.531319514387969,False
2016-03-31,0.5484035656983306,False
2016-04-01,0.6135494307167829,False
2016-04-04,0.5322231635125717,False
2016-04-05,0.5336249090994493,False
2016-04-06,0.538378526812815,False
2016-04-07,0.5117435561214692,False
2016-04-08,0.5436034951606451,False
2016-04-11,0.5417477165520141,False
2016-04-12,0.5327470817914096,False
2016-04-13,0.5644603764362385,False
2016-04-14,0.47704419042721224,False
2016-04-15,0.47254975497331286,False
2016-04-18,0.5035470337966552,False
2016-04-19,0.509147417987617,False
2016-04-20,0.5168629267557997,False
2016-04-21,0.4946882876562229,False
2016-04-22,0.4969586394883748,False
2016-04-25,0.5118000720891676,False
2016-04-26,0.5812771334500051,False
2016-04-27,0.586386077611173,False
2016-04-28,0.6179066267915748,False
2016-04-29,0.6364361779954688,False
2016-05-02,0.6501066333500932,False
2016-05-03,0.666493734250902,False
2016-05-04,0.6508324929831544,False
2016-05-05,0.6637797936576768,False
2016-05-06,0.6679944266211826,False
2016-05-09,0.6751668330921645,False
2016-05-10,0.67605769222489,False
2016-05-11,0.6661294146882939,False
2016-05-12,0.6778415303104062,False
2016-05-13,0.6566761375231158,False
2016-05-16,0.6456597847251184,False
2016-05-17,0.6394562089754106,False
2016-05-18,0.6598225094258952,False
2016-05-19,0.6886454543439404,False
2016-05-20,0.7028772804161183,False
2016-05-23,0.6966267749337944,False
2016-05-24,0.7066524507787255,False
2016-05-25,0.734129594745365,False
2016-05-26,0.7120513579802259,False
2016-05-27,0.7048759967853199,False
2016-05-31,0.68388613714362,False
2016-06-01,0.6806354629914085,False
2016-06-02,0.6959562093858341,False
2016-06-03,0.656055588421448,False
2016-06-06,0.6377931891669854,False
2016-06-07,0.5872900961173083,False
2016-06-08,0.6581795246921853,False
2016-06-09,0.6786926330455114,False
2016-06-10,0.68390104482606,False
2016-06-13,0.692616820932843,False
2016-06-14,0.6534891563256366,False
2016-06-15,0.6114759218434668,False
2016-06-16,0.6403832965449193,False
2016-06-17,0.5846968894082566,False
2016-06-20,0.5641768607745327,False
2016-06-21,0.5326437546068036,False
2016-06-22,0.4936634024886583,False
2016-06-23,0.4626099533194466,False
2016-06-24,0.44812155033180245,False
2016-06-27,0.37228104172373333,False
2016-06-28,0.33616509164540914,False
2016-06-29,0.13944351566283564,False
2016-06-30,0.21112825602872565,False
2016-07-01,0.2833757167933289,False
2016-07-05,0.23274634756246604,False
2016-07-06,0.1498086020471714,False
2016-07-07,0.09316662729206238,False
2016-07-08,0.07861872953670963,False
2016-07-11,0.06933581457181937,False
